104.074970,30.726300,0.000160,0.000940,0.000978,100
104.042750,30.684830,0.004810,0.007770,0.008054,29
104.058520,30.664680,0.001980,0.007760,0.003236,84
104.105480,30.719890,0.002770,0.006780,0.000077,20
104.045930,30.711120,0.001980,0.003670,0.011946,82
104.076110,30.722590,0.002080,0.000500,0.000262,16
104.114920,30.721780,0.013890,0.001990,0.000612,56
104.084830,30.656560,0.000950,0.000460,0.003379,31
104.056370,30.669450,0.010170,0.004010,0.000546,61
104.060480,30.676330,0.003050,0.005230,0.002410,61
104.051170,30.669720,0.013260,0.006560,0.000550,76
104.044710,30.653070,0.006000,0.005300,0.021551,54
104.050370,30.661980,0.004060,0.001340,0.012619,31
104.042680,30.673830,0.008330,0.010590,0.006417,94
104.043850,30.673990,0.001690,0.000810,0.012035,94
104.120100,30.655470,0.009340,0.003680,0.012078,17
104.103980,30.655650,0.019910,0.006790,0.002551,72
104.083240,30.659570,0.002820,0.005830,0.000339,4
104.080430,30.670360,0.000480,0.000210,0.000775,25
104.110770,30.654690,0.000010,0.001810,0.008332,12
104.092030,30.660350,0.003920,0.001840,0.001382,53
104.042550,30.678070,0.001390,0.002150,0.013809,43
104.044950,30.678340,0.003320,0.003340,0.009484,10
104.042680,30.657960,0.022580,0.007030,0.008568,80
104.098910,30.654510,0.000910,0.001320,0.002684,39
104.084060,30.657230,0.008420,0.011470,0.000271,76
104.110850,30.668820,0.000080,0.000200,0.001258,20
104.074090,30.653810,0.001370,0.000630,0.009650,52
104.068840,30.658610,0.000090,0.000790,0.006594,29
104.056160,30.655520,0.028050,0.009170,0.004678,4
104.051590,30.664670,0.000110,0.000630,0.012022,25
104.042590,30.678140,0.009720,0.006430,0.004504,90
104.073100,30.684760,0.006870,0.005520,0.000018,85
104.072300,30.654030,0.000340,0.000480,0.010249,78
104.098830,30.706160,0.009210,0.019990,0.000018,23
104.084540,30.654080,0.002710,0.001290,0.002834,73
104.098840,30.654380,0.003650,0.010860,0.000318,2
104.073280,30.686200,0.000010,0.000170,0.000371,65
104.069700,30.690300,0.006620,0.004250,0.000031,58
104.069090,30.700280,0.000030,0.000530,0.000250,93
104.066720,30.710120,0.000330,0.002040,0.000274,65
104.062420,30.661740,0.002500,0.003620,0.003101,60
104.046560,30.712910,0.001180,0.002080,0.012682,77
104.073290,30.686280,0.006630,0.008270,0.000011,84
104.107300,30.680900,0.006160,0.003170,0.000025,96
104.114790,30.655140,0.000020,0.000000,0.012343,43
104.110690,30.659690,0.008830,0.009500,0.000840,62
104.113890,30.677870,0.002280,0.003220,0.000065,26
104.094710,30.658170,0.004380,0.002020,0.003911,21
104.096430,30.713550,0.007780,0.001100,0.000019,98
104.069760,30.694530,0.006930,0.000660,0.000034,2
104.047390,30.720490,0.001970,0.006950,0.013630,49
104.063080,30.685110,0.003230,0.007290,0.000124,99
104.042950,30.695120,0.002710,0.022930,0.012509,99
104.043180,30.717630,0.000720,0.000430,0.018279,98
104.060360,30.653410,0.000450,0.013040,0.005326,52
104.066600,30.670380,0.006140,0.012690,0.000042,11
104.073620,30.694990,0.000060,0.000260,0.000127,63
104.061290,30.653480,0.000650,0.000450,0.013865,46
104.056220,30.666940,0.013190,0.007470,0.000455,66
104.043410,30.674710,0.014840,0.008760,0.000589,44
104.069500,30.674540,0.000100,0.000140,0.000391,74
104.045560,30.699020,0.011990,0.005090,0.000480,28
104.075750,30.682360,0.007470,0.003240,0.000057,41
104.092270,30.711590,0.010800,0.003610,0.000016,63
104.042480,30.653110,0.003350,0.027500,0.013408,4
104.081820,30.658320,0.004130,0.003160,0.002489,92
104.043010,30.706940,0.003200,0.000410,0.013077,36
104.047840,30.711010,0.007490,0.001150,0.005849,85
104.045060,30.708690,0.006000,0.005140,0.008536,92
104.055260,30.675790,0.006030,0.011460,0.001162,18
104.051750,30.662260,0.008800,0.008490,0.005141,63
104.100860,30.654700,0.005700,0.006700,0.001207,8
104.109380,30.666160,0.001620,0.000490,0.001387,16
104.069940,30.653660,0.006040,0.006590,0.004452,31
104.077450,30.657610,0.003170,0.001950,0.004059,74
104.043270,30.720420,0.043330,0.005620,0.000075,20
104.089260,30.700430,0.004620,0.000200,0.000007,61
104.082320,30.671320,0.003860,0.004340,0.000058,76
104.107080,30.680800,0.002910,0.001940,0.000079,3
104.107170,30.715300,0.005010,0.000720,0.000068,47
104.043260,30.715930,0.000390,0.000410,0.017853,97
104.056810,30.716210,0.014300,0.006460,0.000107,42
104.073360,30.694050,0.005170,0.000500,0.000092,89
104.070060,30.653830,0.000450,0.000580,0.011565,75
104.091500,30.695770,0.003100,0.007050,0.000015,60
104.043350,30.722640,0.004890,0.003030,0.015033,7
104.101800,30.714570,0.002990,0.004190,0.000031,24
104.093330,30.699340,0.008480,0.003560,0.000012,42
104.050030,30.722670,0.003920,0.000560,0.009050,43
104.058450,30.722110,0.000430,0.000150,0.004159,53
104.061300,30.715030,0.011880,0.008040,0.000051,73
104.043580,30.722820,0.011460,0.003210,0.008507,19
104.042740,30.690860,0.007050,0.009460,0.008860,33
104.110520,30.666680,0.002820,0.007170,0.000102,24
104.056970,30.654390,0.000760,0.000320,0.015531,49
104.060740,30.653510,0.001170,0.000880,0.013716,33
104.104270,30.699330,0.004250,0.001480,0.000008,60
104.073810,30.674970,0.008320,0.003820,0.000074,63
104.047130,30.683410,0.025710,0.002590,0.000166,29
104.043060,30.692550,0.023640,0.002160,0.000044,27
104.076210,30.685930,0.000520,0.001860,0.000065,59
104.065690,30.654210,0.008660,0.011260,0.000676,29
104.072540,30.653910,0.002700,0.001270,0.009640,74
104.043140,30.653150,0.006970,0.005230,0.021991,57
104.093050,30.671430,0.002360,0.006150,0.000044,12
104.089290,30.686030,0.000570,0.000880,0.000015,53
104.060780,30.653400,0.001290,0.000880,0.013816,13
104.060320,30.658200,0.003410,0.005040,0.006130,10
104.043160,30.656320,0.018950,0.008430,0.011382,7
104.070880,30.656040,0.002740,0.007750,0.003064,1
104.066030,30.653680,0.000010,0.000840,0.011736,77
104.043580,30.666270,0.008100,0.002180,0.010452,28
104.094750,30.654700,0.010390,0.005520,0.001208,76
104.096630,30.662730,0.001420,0.004130,0.000408,19
104.079550,30.667130,0.000260,0.000120,0.001453,44
104.067970,30.658600,0.004750,0.004840,0.002534,53
104.070890,30.656560,0.000130,0.001240,0.008247,44
104.058760,30.712540,0.001790,0.001550,0.003756,51
104.043070,30.692560,0.007040,0.001740,0.008668,1
104.073820,30.702780,0.008330,0.003530,0.000016,70
104.078900,30.658380,0.004960,0.005680,0.001006,13
104.075890,30.662290,0.001960,0.003040,0.001134,7
104.080450,30.654900,0.002980,0.001760,0.005725,29
104.083170,30.658280,0.001110,0.001450,0.004150,98
104.081260,30.654230,0.010620,0.008090,0.001419,99
104.081930,30.660040,0.003250,0.003020,0.000872,3
104.111850,30.655260,0.003200,0.011860,0.001848,98
104.112290,30.670630,0.000990,0.002350,0.000483,37
104.043490,30.722750,0.001390,0.001090,0.018140,28
104.047180,30.726870,0.000100,0.000720,0.016237,83
104.093470,30.713110,0.021710,0.006130,0.000047,91
104.091820,30.695790,0.016610,0.004390,0.000013,80
104.061490,30.685300,0.013590,0.000680,0.000016,100
104.042890,30.674580,0.010900,0.009570,0.003859,36
104.068920,30.660230,0.004070,0.006850,0.001075,52
104.053560,30.677630,0.000220,0.000070,0.004080,91
104.051830,30.676530,0.000840,0.000550,0.004908,64
104.079990,30.686290,0.003180,0.005870,0.000018,53
104.044040,30.719260,0.048890,0.006780,0.000041,2
104.075720,30.705330,0.005700,0.000980,0.000038,5
104.102500,30.686350,0.026620,0.028420,0.000001,10
104.071010,30.655410,0.010680,0.006030,0.004420,21
104.060370,30.668300,0.000400,0.001820,0.003198,4
104.060740,30.653430,0.001270,0.004680,0.010723,99
104.058250,30.662410,0.002300,0.000630,0.008195,57
104.083360,30.659750,0.013200,0.019970,0.000055,14
104.128740,30.713550,0.000380,0.001200,0.001136,55
104.091860,30.696630,0.006670,0.011690,0.000003,92
104.092850,30.674230,0.015100,0.029800,0.000008,50
104.082480,30.654140,0.000430,0.000690,0.006376,93
104.076160,30.656920,0.009600,0.008090,0.000858,93
104.043300,30.718760,0.058310,0.007250,0.000021,70
104.060800,30.685960,0.004420,0.000030,0.000091,3
104.088050,30.654140,0.002450,0.002910,0.000495,76
104.096670,30.661930,0.005250,0.000370,0.001188,7
104.047210,30.721140,0.003100,0.006480,0.012781,55
104.050000,30.692250,0.009860,0.002400,0.002192,46
104.099850,30.683890,0.003960,0.003050,0.000021,26
104.047320,30.726250,0.000500,0.001100,0.015565,18
104.102830,30.657110,0.017320,0.001650,0.001866,5
104.056850,30.689240,0.000300,0.001790,0.002055,91
104.054290,30.684930,0.000760,0.000320,0.002422,64
104.042320,30.653090,0.008230,0.025050,0.015000,62
104.042810,30.692540,0.023130,0.002110,0.000039,8
104.070920,30.682470,0.002310,0.007860,0.000028,90
104.095080,30.715580,0.033910,0.003820,0.000026,69
104.058090,30.725060,0.002880,0.000280,0.003091,37
104.071650,30.704870,0.015310,0.004660,0.000006,93
104.056750,30.672600,0.016050,0.005980,0.000508,44
104.043900,30.693770,0.000750,0.004180,0.013139,83
104.044090,30.693050,0.003810,0.001120,0.010130,74
104.084780,30.680620,0.020490,0.013270,0.000029,43
104.048040,30.694190,0.001450,0.000080,0.009052,53
104.042980,30.703410,0.002720,0.007130,0.012564,93
104.066110,30.704520,0.000130,0.000100,0.000648,76
104.042750,30.672710,0.018550,0.006120,0.000669,21
104.054640,30.655970,0.000950,0.002780,0.014451,88
104.052840,30.653290,0.000190,0.000260,0.019482,14
104.048280,30.653480,0.000490,0.000230,0.022700,19
104.064200,30.653590,0.007010,0.005080,0.007311,94
104.043060,30.692630,0.031460,0.002000,0.000088,43
104.096340,30.697690,0.007000,0.003690,0.000014,89
104.055940,30.663980,0.004570,0.014840,0.000582,9
104.042950,30.698920,0.000410,0.000390,0.014732,44
104.058670,30.654160,0.041000,0.004510,0.002879,52
104.067590,30.658590,0.001340,0.007950,0.000429,29
104.044880,30.693890,0.002150,0.001530,0.011067,25
104.042670,30.661330,0.007740,0.003660,0.016130,5
104.055900,30.666470,0.000350,0.002140,0.007355,41
104.043430,30.692700,0.005680,0.001760,0.009178,23
104.043890,30.652970,0.002020,0.001810,0.024782,61
104.044530,30.701480,0.000270,0.000350,0.013075,91
104.042610,30.663520,0.006030,0.008570,0.010064,4
104.077250,30.660000,0.009090,0.008320,0.000334,2
104.069030,30.673890,0.007720,0.015430,0.000006,71
104.072300,30.654030,0.000550,0.000930,0.009793,19
104.060330,30.653350,0.000190,0.000310,0.014481,98
104.067150,30.656430,0.002960,0.001850,0.007681,32
104.075490,30.654720,0.005900,0.003950,0.004690,57
104.051750,30.666850,0.004970,0.007740,0.002628,54
104.051140,30.677980,0.004710,0.011330,0.003289,92
104.057050,30.687340,0.001010,0.012230,0.001460,43
104.063890,30.685870,0.001110,0.000100,0.000726,16
104.045280,30.693600,0.004460,0.001410,0.009012,73
104.043040,30.707000,0.006470,0.003920,0.010342,95
104.055460,30.707870,0.010590,0.006490,0.000130,51
104.112610,30.667130,0.000650,0.000190,0.001104,37
104.114890,30.662870,0.014570,0.005970,0.003582,1
104.042690,30.678960,0.001730,0.017140,0.013071,71
104.065750,30.653480,0.000180,0.000580,0.012237,62
104.060610,30.655300,0.000020,0.001860,0.011556,3
104.083000,30.659190,0.001900,0.003110,0.001390,67
104.082820,30.675760,0.012370,0.006750,0.000041,58
104.090610,30.712380,0.000210,0.000390,0.000017,74
104.077290,30.694660,0.006440,0.000090,0.000005,71
104.056790,30.654060,0.030500,0.005770,0.002823,70
104.067780,30.706970,0.000090,0.000570,0.000236,96
104.063790,30.705700,0.002460,0.002890,0.000034,20
104.058470,30.666470,0.012320,0.003010,0.000259,81
104.054420,30.669480,0.011880,0.004900,0.000544,75
104.047400,30.709260,0.003680,0.018150,0.009027,44
104.068330,30.655890,0.002730,0.002400,0.007682,11
104.042520,30.674350,0.002280,0.001070,0.012718,47
104.043380,30.710350,0.015690,0.004080,0.005227,72
104.066460,30.709220,0.000140,0.000080,0.000101,61
104.042640,30.674000,0.002880,0.001370,0.012053,25
104.126000,30.655330,0.000630,0.002000,0.012926,58
104.125320,30.666790,0.003770,0.001870,0.004393,23
104.042610,30.668030,0.007150,0.005230,0.010966,46
104.051860,30.667020,0.007890,0.003530,0.005291,44
104.079900,30.654610,0.001050,0.001370,0.007937,97
104.103210,30.669460,0.000260,0.000630,0.000706,5
104.101470,30.668530,0.002070,0.000930,0.000482,68
104.069430,30.656530,0.000060,0.001600,0.007826,18
104.043870,30.680420,0.008600,0.004140,0.004372,19
104.089340,30.655830,0.007130,0.006820,0.000415,51
104.075200,30.653750,0.000400,0.000180,0.009758,94
104.043200,30.692640,0.036700,0.002010,0.000020,92
104.078270,30.684120,0.001780,0.007200,0.000013,48
