104.085774,30.664295
104.047934,30.657095
104.069373,30.661781
104.067645,30.690262
104.067846,30.672848
104.069760,30.666314
104.077327,30.693067
104.050701,30.670930
104.080959,30.683647
104.065797,30.659056
104.078825,30.659396
104.049912,30.659550
104.078758,30.663842
104.063037,30.680074
104.061517,30.664984
104.062013,30.660836
104.070197,30.675544
104.065422,30.664626
104.074269,30.676796
104.080996,30.667355
104.054135,30.667627
104.054816,30.673014
104.068797,30.655043
104.054467,30.673230
104.072090,30.662570
104.072507,30.666574
104.081916,30.680755
104.068693,30.664944
104.057214,30.674656
104.074593,30.664573
104.066193,30.670951
104.062466,30.673581
104.072880,30.650692
104.071990,30.660440
104.056792,30.674781
104.056867,30.668004
104.073588,30.648766
104.051429,30.674251
104.059771,30.683243
104.066649,30.656899
104.077217,30.672557
104.070846,30.666729
104.065480,30.667711
104.069465,30.672799
104.061801,30.684327
104.057871,30.660348
104.060456,30.660473
104.059282,30.652564
104.053389,30.669102
104.074276,30.684718
104.070198,30.658404
104.066553,30.681786
104.063320,30.671905
104.062903,30.656037
104.066298,30.670486
104.069950,30.672830
104.083823,30.660273
104.082179,30.644228
104.054832,30.661900
104.073571,30.668779
104.079849,30.676602
104.059777,30.672879
104.074909,30.662124
104.077192,30.671955
104.078798,30.667353
104.068970,30.679368
104.041400,30.664887
104.086956,30.682215
104.057655,30.663109
104.059089,30.647530
104.073401,30.671002
104.048115,30.663326
104.057978,30.662691
104.071750,30.677121
104.066608,30.678951
104.060667,30.671261
104.054262,30.669308
104.067710,30.681361
104.066367,30.682283
104.059031,30.668912
104.048921,30.668429
104.073462,30.661175
104.061368,30.672502
104.084681,30.673104
104.056053,30.671595
104.064024,30.680349
104.083116,30.672933
104.059669,30.670636
104.066867,30.669412
104.058861,30.661522
104.078969,30.673597
104.070191,30.679331
104.061814,30.672034
104.072884,30.660454
104.056301,30.663057
104.070363,30.659818
104.065566,30.665412
104.077028,30.672556
104.066752,30.668068
104.068472,30.655240
104.056937,30.662832
104.045704,30.670621
104.051448,30.653759
104.066253,30.657502
104.074524,30.668802
104.061401,30.674654
104.055940,30.657746
104.068617,30.674276
104.072102,30.685069
104.062464,30.664960
104.065286,30.656744
104.051101,30.673279
104.069374,30.655121
104.062003,30.644751
104.066141,30.663071
104.071836,30.652103
104.068062,30.670492
104.069896,30.674552
104.054891,30.664508
104.069057,30.680022
104.076655,30.665584
104.063467,30.678144
104.069470,30.672004
104.080060,30.690958
104.066833,30.669436
104.055087,30.681012
104.056198,30.663643
104.069256,30.656249
104.073458,30.660883
104.072422,30.656277
104.076110,30.659574
104.057652,30.669162
104.068661,30.669536
104.085713,30.667867
104.063378,30.669666
104.060814,30.657348
104.071715,30.674002
104.067779,30.676293
104.067617,30.659427
104.071882,30.670201
104.050897,30.685420
104.060042,30.653626
104.061119,30.678442
104.055303,30.668030
104.068341,30.667974
104.061233,30.678043
104.073366,30.666708
104.064714,30.674730
104.075824,30.679858
104.064455,30.667066
104.067976,30.659301
104.055752,30.656510
104.074270,30.660199
104.045262,30.668751
104.067882,30.661474
104.066081,30.685801
104.075125,30.666613
104.089278,30.671997
104.062100,30.674418
104.069189,30.661238
104.067348,30.691685
104.053495,30.661318
104.060905,30.682256
104.071359,30.675561
104.054027,30.663524
104.057240,30.675553
104.048694,30.660336
104.068189,30.676515
104.069803,30.664061
104.074244,30.647612
104.073172,30.669597
104.060089,30.670675
104.053814,30.662091
104.053338,30.657622
104.067265,30.674173
104.051903,30.661920
104.072990,30.671336
104.068515,30.675217
104.071289,30.671428
104.081068,30.666200
104.055824,30.660081
104.057260,30.673581
104.076126,30.658066
104.071677,30.666981
104.073344,30.663057
104.063871,30.664124
104.048337,30.653687
104.073254,30.666952
104.048822,30.652448
104.039271,30.678503
104.061038,30.655348
104.067106,30.668179
104.069480,30.671318
104.059409,30.669654
104.060319,30.653810
104.061636,30.664430
104.054880,30.655164
104.059690,30.681874
104.078545,30.650842
104.083278,30.682433
104.067940,30.674558
104.057776,30.676237
104.064626,30.668220
104.069374,30.668475
104.060892,30.653122
104.065817,30.649422
104.071671,30.662300
104.056695,30.659489
104.060879,30.662197
104.079628,30.654091
104.053053,30.666099
104.074347,30.664783
104.056193,30.662442
104.070739,30.674818
104.054662,30.684460
104.079796,30.667335
104.064138,30.654887
104.070260,30.678722
104.067581,30.658843
104.068857,30.665205
104.061482,30.684960
104.050207,30.655466
104.067058,30.668220
104.071991,30.667365
104.074776,30.661852
104.039476,30.681496
104.049281,30.665030
104.067316,30.707991
104.058901,30.660688
104.061015,30.667132
104.064672,30.670395
104.037836,30.656104
104.060259,30.661636
104.051909,30.695451
104.063483,30.661575
104.080466,30.673352
104.065979,30.661167
104.060551,30.660187
104.065361,30.661297
104.071325,30.674834
104.062509,30.666439
104.064537,30.663474
104.081137,30.678531
104.059437,30.688311
104.058360,30.662112
104.055961,30.662656
104.069101,30.666648
104.068963,30.654411
104.079524,30.661184
104.055392,30.667073
104.056246,30.662525
104.063153,30.666102
104.069783,30.664408
104.062651,30.674428
104.052542,30.658486
104.075795,30.673612
104.061330,30.680813
104.071445,30.675846
104.076351,30.657334
104.045018,30.684774
104.061771,30.686294
104.064345,30.671916
104.059687,30.655934
104.081829,30.664257
104.073027,30.674079
104.071715,30.649547
104.076844,30.672191
104.065476,30.674914
104.062394,30.651405
104.053799,30.662740
104.067720,30.665596
104.081238,30.667034
104.049116,30.649154
104.073419,30.684748
104.066670,30.656613
104.050744,30.664698
104.056128,30.655445
104.093891,30.669710
104.049324,30.662855
104.056635,30.665625
104.075369,30.677649
104.063069,30.680290
104.046975,30.656061
104.065101,30.673113
104.069955,30.656046
104.058285,30.664975
104.074744,30.679193
104.070455,30.670023
104.058255,30.660506
104.067450,30.662009
104.068180,30.670499
104.058840,30.680996
104.059943,30.666554
104.061148,30.662758
104.064407,30.657928
104.060298,30.684211
104.055254,30.658120
104.047696,30.650867
104.066504,30.671178
104.070427,30.661755
104.067394,30.670117
104.059889,30.663163
104.055924,30.673565
104.052574,30.673321
104.052942,30.664858
104.055435,30.665373
104.071961,30.659264
104.058176,30.685792
104.079587,30.660481
104.056211,30.667617
104.071096,30.686098
104.086859,30.672478
104.055778,30.670448
104.065560,30.662743
104.064204,30.671229
104.078656,30.661716
104.055497,30.668019
104.054814,30.681399
104.060869,30.670137
104.074114,30.672953
104.049484,30.665007
104.066354,30.662198
104.055843,30.666077
104.065512,30.683775
104.055612,30.647645
104.053846,30.683478
104.077893,30.665021
104.053939,30.675002
104.057433,30.674875
104.077148,30.663504
104.072509,30.671319
104.078854,30.661524
104.064815,30.670236
104.058589,30.678987
104.061809,30.663079
104.077449,30.677289
104.056380,30.648920
104.089327,30.666827
104.068814,30.661532
104.072716,30.662590
104.072433,30.665690
104.057298,30.668429
104.056709,30.668056
104.075346,30.692421
104.072499,30.671369
104.065633,30.656054
104.079404,30.654307
